"Rank","Name","Symbol","marketcap","price (USD)","country"
"1328","Carbios SAS","ALCRB.PA","196447959","11.6399","France"
"1329","Sabaf S.p.A.","SAB.MI","196183026","15.843","Italy"
"1330","Solocal Group","LOCAL.PA","196058231","5.48593","France"
"1331","Serviceware","SJJ.DE","195524960","18.6214","Germany"
"1332","UmweltBank","UBK.DE","190881063","4.5992","Germany"
"1333","Bastide Le Confort Médical","BLC.PA","190123589","26.0109","France"
"1334","Banque nationale de Belgique","BNB.BR","190115871","475.29","Belgium"
"1335","Fountaine Pajot","ALFPC.PA","189198774","113.502","France"
"1336","Ten Square Games","TEN.WA","188239733","29.5981","Poland"
"1337","Alan Allman Associates","AAA.PA","187795814","4.13809","France"
"1338","Groupe SFPI","SFPI.PA","187506913","2.03358","France"
"1339","Deutsche Konsum REIT-AG","DKG.DE","187366568","2.03949","Germany"
"1340","Gobarto","GOB.WA","187007538","6.72683","Poland"
"1341","Orrön Energy","ORRON.ST","186925191","0.653801","Sweden"
"1342","029 Group","Z29.DE","186805395","37.3611","Germany"
"1343","Sensorion","ALSEN.PA","186796315","0.36297","France"
"1344","Lafinca Global Assets","YLFG.MC","186768034","4.94207","Spain"
"1345","Gesco SE","GSC1.DE","186220122","18.0303","Germany"
"1346","Visiativ SA","ALVIV.PA","184832369","40.1999","France"
"1347","Capital B","ALCPB.PA","183469514","0.808702","France"
"1348","Koenig &amp; Bauer","SKB.DE","182870621","11.0664","Germany"
"1349","Naturhouse Health","NTH.MC","182159096","3.03854","Spain"
"1350","MDxHealth","MDXH","181316752","3.53","Belgium"
"1351","Fabasoft","FAA.DE","180922813","16.7888","Austria"
"1352","Vente-Unique.com","ALVU.PA","180826166","18.7988","France"
"1353","Byggmästare Anders J Ahlström","AJA-B.ST","180644652","6.21638","Sweden"
"1354","Zumtobel Group","ZAG.VI","180453369","4.26224","Austria"
"1355","Intred","ITD.MI","179462723","11.3029","Italy"
"1356","Emak S.p.A.","EM.MI","179048214","1.09955","Italy"
"1357","Precia S.A.","ALPM.PA","178338656","32.9865","France"
"1358","Sport Lisboa e Benfica","SLBEN.LS","177843465","7.73232","Portugal"
"1359","EDAP TMS","EDAP","176864576","4.73","France"
"1360","UBM Development","UBS.VI","176689055","23.6463","Austria"
"1361","Quirin Privatbank","QB7.DE","176567116","4.06716","Germany"
"1362","Gefran","GE.MI","175463082","12.3552","Italy"
"1363","Entech SA","ALESE.PA","175380434","11.9177","France"
"1364","Daldrup &amp; Söhne","4DS.DE","174824142","29.2031","Germany"
"1365","Banqup Group SA","BANQ.BR","173456537","4.67013","Belgium"
"1366","Merkur PrivatBank","MBK.DE","172901985","22.2275","Germany"
"1367","CM.com","CMCOM.AS","171023281","5.32041","Netherlands"
"1368","Björn Borg","BORG.ST","168185816","6.68774","Sweden"
"1369","Cegedim SA","CGM.PA","167819108","11.9554","France"
"1370","Bitcoin Group","ADE.DE","167060774","33.4122","Germany"
"1371","Inclusio","INCLU.BR","166243825","21.8137","Belgium"
"1372","Leifheit","LEI.DE","165762614","18.1485","Germany"
"1373","Pkp Cargo","PKP.WA","164068908","3.66332","Poland"
"1374","Sanok Rubber Company","SNK.WA","163668724","6.50261","Poland"
"1375","Arctic Paper","ARP.ST","163083689","2.2847","Poland"
"1376","NSE SA","ALNSE.PA","162311075","49.1842","France"
"1377","Innate Pharma","IPHA","162206112","1.71","France"
"1378","Deezer","DEEZR.PA","160958074","1.30054","France"
"1379","LEWAG Holding","KGR.F","160617170","33.8141","Germany"
"1380","Annehem Fastigheter","ANNE-B.ST","160166087","1.81001","Sweden"
"1381","Quercus TFI","QRS.WA","159993110","3.36342","Poland"
"1382","Fortinova Fastigheter AB","FNOVA-B.ST","159417053","3.10542","Sweden"
"1383","Lhyfe SA","LHYFE.PA","158546894","3.29865","France"
"1384","Westag AG","WUG3.F","158491297","39.0163","Germany"
"1385","Heidelberg Pharma","HPHA.DE","158197137","3.38141","Germany"
"1386","ProQR","PRQR","158017792","1.5","Netherlands"
"1387","Texaf","TEXF.BR","157794612","43.0362","Belgium"
"1388","Bike24 Holding","BIKE.DE","157699857","3.55876","Germany"
"1389","Heliad AG","A7A.DE","157111491","18.5623","Germany"
"1390","Knaus Tabbert AG","KTA.DE","156799918","15.11","Germany"
"1391","Masterflex","MZX.DE","156363333","16.2568","Germany"
"1392","Keyrus","ALKEY.PA","156030233","9.81319","France"
"1393","Dominion Hosting","DHH.MI","155733888","27.9026","Italy"
"1394","Freelance.com SA","ALFRE.PA","155638433","2.75479","France"
"1395","CBo Territoria","CBOT.PA","155554139","4.43367","France"
"1396","Almawave","AIW.MI","152075094","5.07212","Italy"
"1397","Azerion Group","AZRN.AS","151695193","1.24143","Netherlands"
"1398","Gévelot SA","ALGEV.PA","150959161","202.175","France"
"1399","Stille AB","STIL.ST","149483393","16.6362","Sweden"
"1400","Kulmbacher Brauerei","KUL.MU","149368639","44.455","Germany"
"1401","AGROB Immobilien","AGR.F","149103545","43.2726","Germany"
"1402","Piquadro","PQ.MI","146541568","3.09766","Italy"
"1403","Unibep","UNI.WA","145282689","4.40047","Poland"
"1404","Franchi Umberto Marmi","FUM.MI","143240400","4.37456","Italy"
"1405","Micro Systemation","MSAB-B.ST","142151300","7.697","Sweden"
"1406","Aquafil","ECNL.MI","141757298","1.64341","Italy"
"1407","Nicolás Correa","NEA.MC","138837581","11.4211","Spain"
"1408","Bloober Team","6BO.SG","138766605","6.58548","Poland"
"1409","Sloman Neptun","NEP.HM","138254493","69.1653","Germany"
"1410","Fasadgruppen Group","FG.ST","138219351","2.57306","Sweden"
"1411","Piscines Desjoyaux","ALPDX.PA","137953675","15.3701","France"
"1412","Deoleo","OLE.MC","137739421","0.275479","Spain"
"1413","Qrf","QRF.BR","137081393","13.1828","Belgium"
"1414","Banca Profilo","PRO.MI","136690767","0.206905","Italy"
"1415","BICO Group","BICO.ST","136116824","1.92869","Sweden"
"1416","Dala Energi","DE.ST","136038546","9.89297","Sweden"
"1417","CeoTronics","CEK.DE","135861909","17.0253","Germany"
"1418","Easy Software","ESY.HM","135573765","21.0452","Germany"
"1419","Valsoia S.p.A.","VLS.MI","135266364","12.5325","Italy"
"1420","Biotalys","BTLS.BR","135030374","3.59423","Belgium"
"1421","Schloss Wachenheim","SWA.DE","134840391","17.0253","Germany"
"1422","OMER S.p.A.","OMER.MI","133392663","4.65831","Italy"
"1423","FCR Immobilien","FC9.DE","133037544","13.4784","Germany"
"1424","Brouwerij Handelsmaatschappij","COBH.BR","133010171","1773.47","Belgium"
"1425","Ekopak","EKOP.BR","132029438","7.54315","Belgium"
"1426","Prime Office A/S","PRIMOF.CO","131453695","34.8209","Denmark"
"1427","Talenom","TNOM.HE","131149419","2.87302","Finland"
"1428","Edel SE &amp; Co. KGaA","EDL.DE","130796758","6.14803","Germany"
"1429","Affluent Medical SA","AFME.PA","130559057","3.3223","France"
"1430","Catering International &amp; Services","ALCIS.PA","129445470","16.6115","France"
"1431","GEOX","GEO.MI","129012545","0.352329","Italy"
"1432","Grammer AG","GMM.DE","127786808","8.57177","Germany"
"1433","AFYREN","ALAFY.PA","126844666","3.5292","France"
"1434","Prevas AB","PREV-B.ST","126758692","9.83752","Sweden"
"1435","Captor Therapeutics","CTX.WA","126608611","22.9833","Poland"
"1436","SNGULAR","SNG.MC","126608269","2.38827","Spain"
"1437","Crossject","ALCJ.PA","125519757","2.40601","France"
"1438","Groupe LDLC","ALLDL.PA","125430336","20.454","France"
"1439","ADLPartner (Dékuple)","DKUPL.PA","124921629","31.4495","France"
"1440","Nabaltec","NTG.DE","124852214","14.1878","Germany"
"1441","clearvise AG","ABO.DE","124731305","1.65524","Germany"
"1442","The Platform Group","TPG.F","124601885","6.05344","Germany"
"1443","Netfonds AG","NF4.DE","124516437","53.4405","Germany"
"1444","Møns Bank","MNBA.CO","123455815","61.7279","Denmark"
"1445","Wielton","WLT.WA","123371676","1.6705","Poland"
"1446","Fleury Michon","ALFLE.PA","122271821","29.5578","France"
"1447","VIGO Photonics","VGO.WA","121370452","138.741","Poland"
"1448","Catana Group","CATG.PA","121214843","3.89351","France"
"1449","Lokum Deweloper","LKD.WA","121083019","6.72683","Poland"
"1450","DATA MODUL","DAM.DE","120902438","34.2871","Germany"
"1451","Imperial Petroleum","IMPP","120628704","3.33","Greece"
"1452","Creepy Jar","CRJ.WA","120356942","172.095","Poland"
"1453","Pullup Entertainment","ALPUL.PA","120282925","15.039","France"
"1454","CI Games","CI7.F","119925413","0.588201","Poland"
"1455","Vranken-Pommery Monopole","VRAP.PA","119256517","13.4192","France"
"1456","Beta Systems Software","BSS.F","118965519","25.8621","Germany"
"1457","Ambra","AMB.WA","118551343","4.70318","Poland"
"1458","Answear.com","ANR.WA","118056760","6.22232","Poland"
"1459","Umbrella Solar Investment","USI.MC","117386848","5.44516","Spain"
"1460","MRM","MRM.PA","116992105","36.549","France"
"1461","Enad Global 7","EG7.ST","116742623","1.31758","Sweden"
"1462","Laiqon AG","LQAG.DE","116721393","5.5214","Germany"
"1463","Somec S.p.A.","SOM.MI","116212175","15.9612","Italy"
"1464","q.beyond","QBY.DE","116066013","0.931662","Germany"
"1465","MPH Health Care AG","93M1.DE","115918290","27.075","Germany"
"1466","Bastei Lübbe","BST.DE","115544453","8.82005","Germany"
"1467","W5 Solutions AB","W5.ST","115289622","6.56574","Sweden"
"1468","OSE Immunotherapeutics","OSE.PA","114420035","5.09813","France"
"1469","Nightingale Health","HEALTH.HE","114042178","1.88934","Finland"
"1470","R. Stahl AG","RSL2.DE","111927172","17.38","Germany"
"1471","SergeFerrari Group","SEFER.PA","111569347","9.7659","France"
"1472","PCC Exol","PCX.WA","111281887","0.639049","Poland"
"1473","Reworld Media","ALREW.PA","109577046","1.94609","France"
"1474","Magnachip Semiconductor","MX","109384744","3.04","Luxembourg"
"1475","VITA 34","V3V.DE","109231915","6.26626","Germany"
"1476","Polytec Holding","PYT.VI","109223554","4.96571","Austria"
"1477","Casino Guichard-Perrachon","CO.PA","108866741","0.271932","France"
"1478","Sogeclair","ALSOG.PA","108738229","35.5876","France"
"1479","Nexstim","NXTMH.HE","108311688","15.0154","Finland"
"1480","KHD Humboldt Wedag International","KWG.DE","108127900","2.17546","Germany"
"1481","Clere AG","CAG0.HM","107728118","13.8331","Germany"
"1482","Ateme SA","ATEME.PA","106679189","9.22204","France"
"1483","Delfingen Industry","ALDEL.PA","106362433","40.908","France"
"1484","Lemonsoft","LEMON.HE","106207049","5.93521","Finland"
"1485","Suominen","SUY1V.HE","105531419","1.82667","Finland"
"1486","IBU-tec advanced materials AG","IBU.DE","104738115","22.0501","Germany"
"1487","CTEK AB","CTEK.ST","104617100","1.49504","Sweden"
"1488","SRP Groupe (Showroomprive.com)","SRP.PA","104588084","0.910381","France"
"1489","Apetit Oyj","APETIT.HE","103662911","16.6706","Finland"
"1490","Kamux","KAMUX.HE","103431348","2.64838","Finland"
"1491","Dexelance","DEX.MI","103097396","3.90163","Italy"
"1492","Kapsch TrafficCom","KTCG.VI","101442423","7.09388","Austria"
"1493","Cavatina Holding Spólka Akcyjna","CAV.WA","100484080","3.95202","Poland"
"1494","Toro Corp.","TORO","99828208","3.46","Cyprus"
"1495","Erbud","ERB.WA","98807851","8.28241","Poland"
"1496","Gascogne Groupe","ALBI.PA","98800428","2.62473","France"
"1497","Bulten AB","BULTEN.ST","98346654","4.68585","Sweden"
"1498","Gateway Real Estate","GTY.F","98139818","0.483566","Germany"
"1499","Optomed","OPTOMED.HE","98059780","4.57555","Finland"
"1500","Elica S.p.A.","ELC.MI","97710071","1.66706","Italy"
"1501","Coheris SA","COH.PA","97134738","17.0844","France"
"1502","PWO AG","PWO.DE","96801846","30.9766","Germany"
"1503","Llorente &amp; Cuenca","LLYC.MC","96331277","8.27619","Spain"
"1504","Eurofins-Cerep","ALECR.PA","96013717","19035.2","France"
"1505","Hoffmann Green Cement Technologies","ALHGR.PA","95896819","5.84654","France"
"1506","Grupa Kapitałowa Immobile","GKI.WA","95792086","1.2781","Poland"
"1507","Ringmetall","HP3A.DE","95544963","3.28683","Germany"
"1508","The NAGA Group","N4G.DE","93222617","0.40047","Germany"
"1509","Meds Apotek AB","MEDS.ST","92690954","4.99085","Sweden"
"1510","Vocento","VOC.MC","92544102","0.768503","Spain"
"1511","Moulinvest","ALMOU.PA","91235282","30.149","France"
"1512","11 bit studios","11B.WA","90785545","37.5582","Poland"
"1513","CDON AB","CDON.ST","90660692","7.98536","Sweden"
"1514","Wittchen","WTN.WA","90610549","4.90498","Poland"
"1515","Aiforia Technologies Oyj","AIFORIA.HE","89626523","2.6602","Finland"
"1516","Garo Aktiebolag","GARO.ST","88837127","1.77674","Sweden"
"1517","Athos Immobilien","ATH.VI","88682953","50.8394","Austria"
"1518","Columbus Energy","CLC.WA","88092264","1.2809","Poland"
"1519","Abitare In S.p.A.","ABT.MI","87793513","3.43462","Italy"
"1520","Agfa-Gevaert","AGFB.BR","86946977","0.561599","Belgium"
"1521","LumenRadio","LUMEN.ST","85950878","6.83192","Sweden"
"1522","Mercor","MCR.WA","85764349","5.6057","Poland"
"1523","Nanoform Finland","NANOFS.ST","85703111","1.00039","Finland"
"1524","Miko Group","MIKO.BR","85169072","68.5741","Belgium"
"1525","FC Porto","FCP.LS","84594090","3.75975","Portugal"
"1526","Railcare Group AB","RAIL.ST","84413848","3.49914","Sweden"
"1527","Asetek","ASTK.CO","84287344","0.265905","Denmark"
"1528","OEX S.A.","OEX.WA","84244537","13.2621","Poland"
"1529","Scherzer &amp; Co. AG","PZS.DE","84242783","3.09766","Germany"
"1530","S.S. Lazio","SSL.MI","84092998","1.24143","Italy"
"1531","High Co.","HCO.PA","83694927","4.31544","France"
"1532","Pekabex","PBX.WA","83501917","3.36342","Poland"
"1533","mwb fairtrade AG","MWB0.DE","83321884","10.9364","Germany"
"1534","Linz Textil","LTH.VI","82998346","276.661","Austria"
"1535","Titanium Oyj","TITAN.HE","82870458","8.01608","Finland"
"1536","ad pepper media International","APM.DE","82071357","3.38141","Germany"
"1537","Senzime AB","SEZI.ST","81689393","0.519603","Sweden"
"1538","Synthaverse","SVE.WA","80914257","1.06788","Poland"
"1539","Scandinavian Enviro Systems","SES.ST","80209574","0.0731991","Sweden"
"1540","Nilörngruppen","NIL-B.ST","79667855","6.98719","Sweden"
"1541","CombinedX","CX.ST","79592927","4.12577","Sweden"
"1542","ALBA SE","ABA.F","79586725","8.08808","Germany"
"1543","Poujoulat","ALPJT.PA","79548453","10.1679","France"
"1544","ACTIA Group","ALATI.PA","79532260","3.96075","France"
"1545","InfraCom Group AB","INFRA.ST","79342336","2.2847","Sweden"
"1546","FRIWO","CEA.DE","79309531","9.22204","Germany"
"1547","Bilendi SA","ALBLD.PA","78890780","17.0844","France"
"1548","Guillemot Corporation","GUI.PA","78706471","5.37952","France"
"1549","Haulotte Group","PIG.PA","78369645","2.6602","France"
"1550","Exasol AG","EXL.DE","78263251","2.94396","Germany"
"1551","LUDWIG BECK am Rathauseck - Textilhaus Feldmeier","ECK.DE","77867105","21.0452","Germany"
"1552","Vitura SA","VTR.PA","77406864","4.54008","France"
"1553","ATARI","ALATA.PA","77219652","0.138922","France"
"1554","NFON AG","NFN.DE","76994771","4.61102","Germany"
"1555","Gentili Mosconi","GM.MI","76826675","4.04351","Italy"
"1556","DocCheck","AJ91.DE","76785109","15.1336","Germany"
"1557","G5 Entertainment","G5EN.ST","76029852","9.53807","Sweden"
"1558","Infant Bacterial Therapeutics AB","IBT-B.ST","74629554","5.53984","Sweden"
"1559","BioPorto","BIOPOR.CO","74444029","0.150363","Denmark"
"1560","Global Fashion Group","GFG.DE","74249399","0.325136","Luxembourg"
"1561","LACROIX Group SA","LACR.PA","74127970","15.7839","France"
"1562","audius SE","3ITN.DE","73886476","15.0154","Germany"
"1563","Ekinops","EKI.PA","72526528","2.68385","France"
"1564","Maisons du Monde","MDM.PA","71694539","1.8586","France"
"1565","McPhy Energy","MCPHY.PA","71172382","2.53774","France"
"1566","Mr.Bricolage","ALMRB.PA","71158072","6.5973","France"
"1567","Rottneros","RROS.ST","70033493","0.262297","Sweden"
"1568","Smart Good Things Holding","MLSGT.PA","69706554","3.24751","France"
"1569","Nordwest Handel","NWX.F","68207616","21.2816","Germany"
"1570","Infas Holding AG","IFS.F","68101207","7.5668","Germany"
"1571","Schwälbchen Molkerei","SMB.F","67852070","52.2582","Germany"
"1572","Pricer AB","PRIC-B.ST","67054407","0.410359","Sweden"
"1573","Vantiva","VANTI.PA","66315466","0.135257","France"
"1574","Trophy Games","TGAMES.CO","66079280","2.46119","Denmark"
"1575","CGRE AG","LKB.DE","65973045","10.9955","Germany"
"1576","Nanexa AB","NANEXA.ST","65730087","0.414241","Sweden"
"1577","WASGAU Produktions &amp; Handels AG","MSH.F","65547407","9.93143","Germany"
"1578","MGI Digital Technology","ALMDG.PA","65180503","10.5699","France"
"1579","Altisource Portfolio","ASPS","64642068","5.88","Luxembourg"
"1580","Soltec Power Holdings","SOL.MC","63695991","0.697564","Spain"
"1581","Alcadon Group AB","ALCA.ST","62524657","2.55088","Sweden"
"1582","DEMIRE Deutsche Mittelstand Real Estate","DMRE.DE","62374440","0.591156","Germany"
"1583","Gabriel Holding A/S","GABR.CO","62221731","32.9216","Denmark"
"1584","ORBIS AG","OBS.DE","62137689","6.56184","Germany"
"1585","Wiener Privatbank","WPB.VI","62129077","12.4143","Austria"
"1586","Dr. Hönle AG","HNL.DE","61779595","10.1915","Germany"
"1587","ABO Energy","AB9.DE","61705099","6.69189","Germany"
"1588","Hydrogène de France","HDF.PA","61399580","4.19721","France"
"1589","Brera Holdings","BREA","60850644","25.2","Ireland"
"1590","InflaRx","IFRX","60626908","0.8949","Germany"
"1591","CS Diagnostics","CSDX","59898128","0.2396","Germany"
"1592","Artifex Mundi","ART.WA","58708313","4.93862","Poland"
"1593","Pattern S.p.A.","PTR.MI","58618020","4.05533","Italy"
"1594","Sequans Communications","SQNS","58158720","3.73","France"
"1595","BRAIN Biotech","BNN.DE","57860479","2.64838","Germany"
"1596","Hvidbjerg Bank","HVID.CO","57440569","34.1878","Denmark"
"1597","Icape Holding","ALICA.PA","57315007","7.2594","France"
"1598","Doxa AB","DOXA.ST","57030137","0.0443631","Sweden"
"1599","Enapter AG","H2O.DE","56797064","1.82076","Germany"
"1600","Cantourage Group SE","HIGH.DE","56642602","4.72925","Germany"
"1601","Gigas Hosting","GIGA.MC","56206471","4.49279","Spain"
"1602","Paref SA","PAR.PA","55904513","36.8882","France"
"1603","Agile Content","AGIL.MC","55833626","2.43556","Spain"
"1604","Wolford","WOL.VI","55570325","3.75975","Austria"
"1605","FORTEC Elektronik AG","FEV.DE","55531805","17.0844","Germany"
"1606","Rapala VMC Corporation","RAP1V.HE","55386277","1.42469","Finland"
"1607","cyan AG","CYR.DE","55261496","2.53015","Germany"
"1608","Estoril Sol","ESON.LS","55014624","4.61102","Portugal"
"1609","Fernheizwerk Neukölln","FHW.F","54930245","23.8827","Germany"
"1610","Heidmar Maritime Holdings","HMR","53707016","0.9197","Greece"
"1611","Mister Spex","MRX.F","52524116","1.53109","Germany"
"1612","SBF AG","CY1K.DE","52244853","5.34405","Germany"
"1613","Tubos Reunidos","TRG.MC","51661486","0.29676","Spain"
"1614","Bever Holding","BEVER.AS","50418388","2.95578","Netherlands"
"1615","Kalray","ALKAL.PA","49915031","3.25136","France"
"1616","Sequana Medical","SEQUA.BR","49697041","0.666824","Belgium"
"1617","Prodways Group","PWG.PA","49660034","0.98181","France"
"1618","3U Holding","UUU.DE","49621964","1.34784","Germany"
"1619","OT Logistics","OTS.WA","48462330","3.69976","Poland"
"1620","Cabka","7GW.F","48396577","1.95082","Germany"
"1621","Nacon","NACON.PA","48327785","0.443367","France"
"1622","ecotel communication","E4C.DE","48288533","13.7148","Germany"
"1623","Fermentalg","ALGAE.PA","47796511","0.497754","France"
"1624","Müller - Die lila Logistik","MLL.DE","46466546","5.84062","Germany"
"1625","Acanthe Développement","ACAN.PA","46333777","0.280208","France"
"1626","SGT German Private Equity","GAI.DE","46258010","0.999054","Germany"
"1627","Lava Therapeutics","LVTX","45771216","1.74","Netherlands"
"1628","Wallbox","WBX","45544248","2.601","Spain"
"1629","Duro Felguera","MDF.MC","45539277","0.211634","Spain"
"1630","HiPay Group","ALHYP.PA","45537064","7.21211","France"
"1631","Touax SCA","TOUP.PA","44392265","6.36395","France"
"1632","Balco Group","BALCO.ST","44037237","1.91286","Sweden"
"1633","MS Industrie","MSAG.DE","43934264","1.47789","Germany"
"1634","Hutter &amp; Schrantz Stahlbau AG","HST.VI","43850140","29.3214","Austria"
"1635","IT Link SA","ALITL.PA","43764550","25.6562","France"
"1636","Orapi SA","ORAP.PA","43596174","6.69206","France"
"1637","People Can Fly","PCF.WA","43472557","1.02024","Poland"
"1638","SHW AG","SW10.HM","43374785","6.73918","Germany"
"1639","Fractal Gaming Group","FRACTL.ST","43028628","1.47507","Sweden"
"1640","OceanPal","OP","42947636","1.38","Greece"
"1641","GBK Beteiligungen AG","GBQ.HM","42696265","6.32537","Germany"
"1642","BLG Logistics","BLH.F","42676757","11.1137","Germany"
"1643","edding AG","EDD3.F","42634420","39.7257","Germany"
"1644","Tessellis","TSL.MI","42467719","0.0974226","Italy"
"1645","Mentice AB","MNTC.ST","42423335","1.50835","Sweden"
"1646","HWA AG","H9W.DE","40502796","4.13809","Germany"
"1647","Berentzen-Gruppe","BEZ.DE","40315801","4.29179","Germany"
"1648","Delticom AG","DEX.DE","40304475","2.75479","Germany"
"1649","Dierig Holding AG","DIE.DE","39294293","9.57673","Germany"
"1650","Stock3 AG","BOG.DE","39196028","34.9965","Germany"
"1651","RATH Aktiengesellschaft","RAT.VI","39016317","26.0109","Austria"
"1652","Ebusco Holding","EBUS.AS","37369535","0.460393","Netherlands"
"1653","Poulaillon","ALPOU.PA","36861937","7.21211","France"
"1654","genOway","ALGEN.PA","36325853","2.94396","France"
"1655","Hydrogen-Refueling-Solutions","ALHRS.PA","35873420","1.79712","France"
"1656","Elbstein AG","EBS.HM","35824073","1.19414","Germany"
"1657","Graines Voltz","GRVO.PA","35702798","24.1192","France"
"1658","Mural Oncology","MURA","35382752","2.04","Ireland"
"1659","Natuzzi","NTZ","34806164","3.16","Italy"
"1660","Forsee Power","FORSE.PA","34567331","0.295578","France"
"1661","DATRON AG","DAR.DE","34166298","8.63088","Germany"
"1662","Varengold Bank AG","VG8.DE","33822668","3.36779","Germany"
"1663","Halloren Schokoladenfabrik","H2RB.HM","33534676","5.6751","Germany"
"1664","Hunyvers","ALHUN.PA","33224690","8.60724","France"
"1665","Delignit AG","DLX.DE","33180552","3.23954","Germany"
"1666","Pyxis Tankers","PXS","33135338","3.16","Greece"
"1667","Softing AG","SYT.DE","33094096","3.33412","Germany"
"1668","Lilium","LILM","32897334","0.052","Germany"
"1669","Adler Group","ADJ.DE","31372157","0.206905","Luxembourg"
"1670","Warimpex Finanz- und Beteiligungs AG","WXF.VI","31268440","0.600615","Austria"
"1671","Neonode","NEON","30544918","1.82","Sweden"
"1672","Netgem","ALNTG.PA","29674725","0.886734","France"
"1673","Pyramid AG","M3B.DE","29581065","1.28235","Germany"
"1674","Wolftank-Adisa Holding","WOLF.VI","29349459","5.55687","Austria"
"1675","INTERSHOP Communications","ISHA.DE","29136993","1.53701","Germany"
"1676","YOC AG","YOC.DE","28771994","8.27619","Germany"
"1677","PAL Next AG","PAL.DE","28744765","1.1232","Germany"
"1678","SW Umwelttechnik Stoiser &amp; Wolschner AG","SWUT.VI","27810833","38.3069","Austria"
"1679","Nebelhornbahn-Aktiengesellschaft","NHB0.MU","27174273","20.0993","Germany"
"1680","Wedia SA","ALWED.PA","27123623","31.7526","France"
"1681","BoomBit","BBT.WA","26761589","1.96199","Poland"
"1682","Hoftex Group AG","NBH.MU","25749823","4.72925","Germany"
"1683","Innovatec","INC.MI","25486080","0.264247","Italy"
"1684","Performance Shipping","PSHG","25485924","2.05","Greece"
"1685","Mauna Kea Technologies","ALMKT.PA","25420795","0.14306","France"
"1686","Artmarket.com","PRC.PA","25243987","3.79522","France"
"1687","IO Biotech","IOBT","25182094","0.35","Denmark"
"1688","SM Wirtschaftsberatungs AG","SMWN.DE","25174983","6.32537","Germany"
"1689","5th Planet Games","5PG.OL","24980218","0.0930783","Denmark"
"1690","U10 Corp","ALU10.PA","24621008","1.44242","France"
"1691","A.S. Création Tapeten","ACWN.DE","24441523","8.86734","Germany"
"1692","DF Deutsche Forfait AG","DFTK.DE","24033576","2.02175","Germany"
"1693","Muehlhan AG","M4N.HM","23997475","1.72618","Germany"
"1694","KPS AG","KSC.DE","23792817","0.578151","Germany"
"1695","STS Group","SF3.DE","23640341","3.66517","Germany"
"1696","Top Ships","TOPS","22714632","4.91","Greece"
"1697","Forever Entertainment","8FE.SG","22501256","0.744857","Poland"
"1698","Biosynex","ALBIO.PA","22228128","1.20596","France"
"1699","Sporting Clube de Braga","SCB.LS","21707260","18.0894","Portugal"
"1700","GenSight Biologics","SIGHT.PA","21634462","0.098132","France"
"1701","Netel Holding","NETEL.ST","20956439","0.431986","Sweden"
"1702","Ultimate Games","ULG.WA","20155977","3.85392","Poland"
"1703","Passat SA","PSAT.PA","19993730","5.08455","France"
"1704","Verimatrix","VMX.PA","19815387","0.227004","France"
"1705","Gaming Corps","GCOR.ST","19195412","0.13198","Sweden"
"1706","Geratherm Medical","GME.DE","17852127","3.29865","Germany"
"1707","BigBen Interactive","BIG.PA","17829024","0.963585","France"
"1708","All in! Games","ALG.WA","17804553","0.235439","Poland"
"1709","Starbreeze","STAR-B.ST","17502665","0.0104919","Sweden"
"1710","VIA optronics AG","VIAO","17465854","0.2231","Germany"
"1711","Genenta Science","GNTA","17152358","0.732","Italy"
"1712","FORIS AG","FRS.DE","16861053","3.66517","Germany"
"1713","bet-at-home.com","ACX.DE","16677915","2.37645","Germany"
"1714","Games Operators","GOP.WA","16615847","3.02147","Poland"
"1715","MAG Interactive","MAGI.ST","16455392","0.621084","Sweden"
"1716","hGears AG","HGEA.DE","16353748","1.57248","Germany"
"1717","Iterum Therapeutics","ITRM","16094055","0.302","Ireland"
"1718","LL Lucky Games","LADYLU.ST","15832163","0.0552321","Sweden"
"1719","KAP AG","IUR.F","15428595","1.98629","Germany"
"1720","Cherry SE","C3RY.DE","15244127","0.657366","Germany"
"1721","Trinity Biotech","TRIB","14968266","0.8","Ireland"
"1722","Predilife","ALPRE.PA","14829034","3.7834","France"
"1723","Big Cheese Studio","BCS.WA","13907730","3.36342","Poland"
"1724","Thunderful Group","THUNDR.ST","13389719","0.0328287","Sweden"
"1725","Cliq Digital AG","CLIQ.DE","12415545","2.06668","Germany"
"1726","AHT Syngas Technology","3SQ1.DE","12162510","4.91842","Germany"
"1727","Oncodesign Precision Medicine","ALOPM.PA","12025608","0.652637","France"
"1728","Bertelsmann SE & Co. KGaA","BTG.F","11695602","139.632","Germany"
"1729","Gaming Factory","GIF.WA","11583710","1.90594","Poland"
"1730","Vivid Games","VVD.WA","10802686","0.194518","Poland"
"1731","Alligator Bioscience AB","ATORX.ST","10670777","0.0199634","Sweden"
"1732","CR Energy","CRZK.DE","9839813","0.418539","Germany"
"1733","Veganz Group","VEZ.DE","9656763","6.952","Germany"
"1734","Don't Nod Entertainment","ALDNE.PA","9220356","0.709388","France"
"1735","Mainz Biomed","MYNZ","8565458","0.9454","Germany"
"1736","Turbo Energy","TURB","7359449","0.668","Spain"
"1737","Witbe S.A.","ALWIT.PA","6656829","1.61977","France"
"1738","Fragbite Group","FRAG.ST","5535798","0.754173","Sweden"
"1739","Brüder Mannesmann AG","BMM.F","5054386","1.1232","Germany"
"1740","Réalités","ALREA.PA","5051009","1.06408","France"
